filename_len,filename_token_count,filename_digit_ratio,filename_word_count,filename_has_date,kw_documents,kw_images,kw_archives,kw_code,kw_media,kw_other,size_bytes,log_size,size_kb,size_mb,size_tiny,size_small,size_medium,size_large,size_huge,ext_group_code,ext_group_doc,ext_group_img,ext_group_arc,ext_group_audio,ext_group_video,ext_group_other,ext_cat_documents,ext_cat_images,ext_cat_archives,ext_cat_code,ext_cat_media,ext_cat_other,ext_mismatch,detected_cat_other,detected_is_text,detected_cat_documents,detected_cat_images,detected_cat_archives,detected_cat_code,detected_cat_media,text_length,text_word_count,text_line_count,text_unique_word_ratio,text_avg_word_len,text_has_content,content_raw,binary_entropy,binary_first_bytes_hash,binary_zero_ratio,binary_printable_ratio,binary_has_content,filename_raw,file_path,file_name,extension,target_class
16,2,0.25,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,spreadsheet_5828,synthetic_data/documents/spreadsheet_5828.docx,spreadsheet_5828.docx,docx,documents
17,4,0.47058823529411764,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,report_2021-06-12,synthetic_data/documents/report_2021-06-12.odt,report_2021-06-12.odt,odt,documents
11,3,0.2727272727272727,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,390,5.968707559985366,0.380859375,0.0003719329833984375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,390,50,1,0.32,6.82,1.0,analysis analysis the project results quarter profit company department results results project department results summary annual statement financial summary analysis department summary summary department the the project statement analysis loss quarter company the company financial meeting project statement the results analysis the revenue project the meeting company quarter quarter data,0,0,0,0,0.0,letter_l861,synthetic_data/documents/letter_l861.tsv,letter_l861.tsv,tsv,documents
16,4,0.5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,notes_2019-05-05,synthetic_data/documents/notes_2019-05-05.xlsx,notes_2019-05-05.xlsx,xlsx,documents
12,2,0.3333333333333333,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,invoice_8151,synthetic_data/documents/invoice_8151.rtf,invoice_8151.rtf,rtf,documents
11,2,0.36363636363636365,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,369,5.91350300563827,0.3603515625,0.00035190582275390625,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,369,50,1,0.32,6.4,1.0,revenue statement meeting loss results loss statement quarter the report summary statement revenue project company loss profit revenue statement annual revenue loss meeting report the meeting company results department project the data report quarter analysis the profit meeting report meeting annual the company profit analysis project project statement meeting report,0,0,0,0,0.0,budget_2023,synthetic_data/documents/budget_2023.csv,budget_2023.csv,csv,documents
12,2,0.3333333333333333,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,invoice_2873,synthetic_data/documents/invoice_2873.ppt,invoice_2873.ppt,ppt,documents
20,2,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,382,5.948034989180646,0.373046875,0.0003643035888671875,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,382,50,1,0.32,6.66,1.0,loss data revenue annual analysis project report analysis loss analysis project company department analysis analysis project loss annual analysis financial the results statement meeting department statement data profit company report loss profit report statement the summary department loss report annual report report summary project project results revenue department company loss,0,0,0,0,0.0,presentation_finance,synthetic_data/documents/presentation_finance.txt,presentation_finance.txt,txt,documents
17,4,0.47058823529411764,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,report_2024-05-20,synthetic_data/documents/report_2024-05-20.odt,report_2024-05-20.odt,odt,documents
18,4,0.4444444444444444,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,minutes_2023-02-16,synthetic_data/documents/minutes_2023-02-16.odp,minutes_2023-02-16.odp,odp,documents
11,3,0.2727272727272727,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,374,5.926926025970411,0.365234375,0.0003566741943359375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,374,50,1,0.34,6.5,1.0,the data revenue meeting summary analysis results results department report financial meeting department the the financial quarter project company analysis the results report profit report data quarter quarter summary annual financial quarter results results report revenue loss revenue data statement report loss financial quarter department loss data meeting statement the,0,0,0,0,0.0,letter_x608,synthetic_data/documents/letter_x608.tsv,letter_x608.tsv,tsv,documents
16,4,0.5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,367,5.908082938168931,0.3583984375,0.00034999847412109375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,367,50,1,0.3,6.36,1.0,data the the quarter annual quarter profit summary profit profit quarter the report loss quarter quarter loss quarter results meeting analysis statement company the annual financial department report department profit quarter summary profit loss company quarter company company summary data report results profit analysis company summary the summary statement summary,0,0,0,0,0.0,notes_2025-07-15,synthetic_data/documents/notes_2025-07-15.tsv,notes_2025-07-15.tsv,tsv,documents
17,4,0.47058823529411764,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,report_2020-02-22,synthetic_data/documents/report_2020-02-22.pptx,report_2020-02-22.pptx,pptx,documents
16,2,0.25,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,spreadsheet_9412,synthetic_data/documents/spreadsheet_9412.rtf,spreadsheet_9412.rtf,rtf,documents
17,4,0.47058823529411764,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,report_2019-01-06,synthetic_data/documents/report_2019-01-06.ppt,report_2019-01-06.ppt,ppt,documents
20,2,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,418,6.037870919922137,0.408203125,0.0003986358642578125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,418,50,1,0.34,7.38,1.0,statement profit meeting data quarter statement revenue annual analysis summary annual revenue department project annual the department financial analysis department meeting meeting profit statement company revenue project meeting annual loss statement summary quarter meeting loss meeting statement department department department statement department meeting report meeting profit company meeting results department,0,0,0,0,0.0,presentation_finance,synthetic_data/documents/presentation_finance.txt,presentation_finance.txt,txt,documents
17,4,0.47058823529411764,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,report_2021-01-26,synthetic_data/documents/report_2021-01-26.odp,report_2021-01-26.odp,odp,documents
11,2,0.36363636363636365,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,budget_2022,synthetic_data/documents/budget_2022.odp,budget_2022.odp,odp,documents
12,2,0.25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,document_147,synthetic_data/documents/document_147.ods,document_147.ods,ods,documents
9,2,0.4444444444444444,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,376,5.932245187448011,0.3671875,0.00035858154296875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,376,50,1,0.34,6.54,1.0,meeting company the quarter profit revenue report annual loss meeting financial summary profit profit company revenue annual the summary project meeting profit the results the loss revenue analysis statement project department data profit data analysis department loss report quarter meeting analysis results financial data results report annual financial financial department,0,0,0,0,0.0,memo_7516,synthetic_data/documents/memo_7516.tsv,memo_7516.tsv,tsv,documents
13,2,0.3076923076923077,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,contract_9891,synthetic_data/documents/contract_9891.odp,contract_9891.odp,odp,documents
11,2,0.36363636363636365,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,budget_2023,synthetic_data/documents/budget_2023.pptx,budget_2023.pptx,pptx,documents
17,4,0.47058823529411764,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,report_2023-06-17,synthetic_data/documents/report_2023-06-17.odp,report_2023-06-17.odp,odp,documents
17,4,0.47058823529411764,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,376,5.932245187448011,0.3671875,0.00035858154296875,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,376,50,1,0.32,6.54,1.0,analysis annual company loss annual report data analysis analysis revenue summary project annual report analysis report profit company company profit loss summary department report loss data profit quarter summary data annual loss meeting department results meeting analysis profit financial analysis meeting financial summary analysis profit the company report revenue annual,0,0,0,0,0.0,report_2022-07-28,synthetic_data/documents/report_2022-07-28.txt,report_2022-07-28.txt,txt,documents
11,3,0.2727272727272727,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,resume_n729,synthetic_data/documents/resume_n729.doc,resume_n729.doc,doc,documents
18,4,0.4444444444444444,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,minutes_2022-04-28,synthetic_data/documents/minutes_2022-04-28.pptx,minutes_2022-04-28.pptx,pptx,documents
9,2,0.4444444444444444,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,memo_1832,synthetic_data/documents/memo_1832.pdf,memo_1832.pdf,pdf,documents
13,2,0.3076923076923077,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,contract_7994,synthetic_data/documents/contract_7994.docx,contract_7994.docx,docx,documents
11,3,0.2727272727272727,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,380,5.942799375126701,0.37109375,0.000362396240234375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,380,50,1,0.34,6.62,1.0,company revenue the the data report profit department summary report loss project results data the analysis analysis results financial financial department project annual the statement financial summary company summary report company profit project meeting analysis loss quarter revenue annual results results meeting project project company statement summary summary meeting data,0,0,0,0,0.0,resume_d715,synthetic_data/documents/resume_d715.tsv,resume_d715.tsv,tsv,documents
11,3,0.2727272727272727,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,resume_x122,synthetic_data/documents/resume_x122.rtf,resume_x122.rtf,rtf,documents
11,2,0.36363636363636365,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,budget_2019,synthetic_data/documents/budget_2019.docx,budget_2019.docx,docx,documents
13,2,0.3076923076923077,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378,5.937536205082426,0.369140625,0.0003604888916015625,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,378,50,1,0.28,6.58,1.0,report summary the analysis meeting department loss report project statement meeting analysis results project summary company data results data the analysis department loss meeting department analysis loss data data department report quarter analysis report meeting report company department the summary department summary revenue the meeting meeting results loss report quarter,0,0,0,0,0.0,document_5020,synthetic_data/documents/document_5020.csv,document_5020.csv,csv,documents
9,2,0.4444444444444444,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,memo_1404,synthetic_data/documents/memo_1404.odp,memo_1404.odp,odp,documents
15,2,0.2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,spreadsheet_383,synthetic_data/documents/spreadsheet_383.doc,spreadsheet_383.doc,doc,documents
18,4,0.4444444444444444,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,minutes_2021-06-08,synthetic_data/documents/minutes_2021-06-08.rtf,minutes_2021-06-08.rtf,rtf,documents
13,2,0.3076923076923077,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,384,5.953243334287785,0.375,0.0003662109375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,384,50,1,0.32,6.7,1.0,report financial results data company revenue meeting data revenue loss quarter summary report analysis annual annual quarter analysis revenue annual company company department the meeting project financial profit project the department annual annual report analysis financial meeting quarter department annual loss annual annual annual quarter company quarter quarter company quarter,0,0,0,0,0.0,contract_3138,synthetic_data/documents/contract_3138.tsv,contract_3138.tsv,tsv,documents
16,4,0.5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,notes_2025-11-01,synthetic_data/documents/notes_2025-11-01.docx,notes_2025-11-01.docx,docx,documents
18,4,0.4444444444444444,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,minutes_2021-05-03,synthetic_data/documents/minutes_2021-05-03.xlsx,minutes_2021-05-03.xlsx,xlsx,documents
16,4,0.5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,8.318010277546872,4.0,0.00390625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0.0,notes_2019-03-05,synthetic_data/documents/notes_2019-03-05.pdf,notes_2019-03-05.pdf,pdf,documents
